Player,Team,Pos,RkOv,FPts,PPG,Ros%,G1 Start,ADP,Big 3 ADP,Starts,% Starts,% SiS,PPS,Median PPS,Median - Mean,PP90,xPP90,xPP90 Δ,gPPS,gPPS Form,23/24 gPPS,gPP90,Ceiling,Floor,GACS%,Mins,Total SP,SPP90,SP%,SP Reliance%,Prev SP,Prev FPts,Prev gPts,ProjFPts,ProjGPts,ProjMins,ProjGS,Big 3 Ros%,ROS Rank,+/-,WARPS,WAR,Last Updated
Wes Foderingham,WHU,G,559,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Scott Carson,MCI,G,560,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Neal Maupay,EVE,F,561,0.00,0.00,0,,1144.10,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jesurun Rak-Sakyi,CRY,M,562,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Deivid Washington,CHE,F,563,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Nayef Aguerd,WHU,D,564,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Samuel Amo-Ameyaw,SOU,F,565,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,2.3,-2.3,,,,7.5,0.0,0.0,0,24,1,3.5,63,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Steven Benda,FUL,G,566,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Leon Chiwome,WOL,F,567,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Malcolm Ebiowei,CRY,F,568,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tom Heaton,MUN,G,569,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Rio Ngumoha,LIV,F,570,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Treymaurice Nyoni,LIV,M,571,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Luke Plange,CRY,F,572,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Josh Dasilva,BRF,M,573,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Samuel Iling-Junior,AVL,F,574,0.00,0.00,0,,1093.40,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Sasa Kalajdzic,WOL,F,575,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Giovani Lo Celso,TOT,M,576,0.00,0.00,0,,1126.50,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Maximo Perrone,MCI,M,577,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jeremy Sarmiento,BHA,F,578,0.00,0.00,0,,1092.60,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,7,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Hamed Traore,BOU,M,579,0.00,0.00,0,,1171.40,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Zach Abbott,NOT,D,580,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Farid Alfa-Ruprecht,MCI,F,581,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jaidon Anthony,BOU,F,582,0.00,0.00,0,,1141.80,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Amario Cozier-Duberry,BHA,M,583,0.00,0.00,0,,1125.60,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Enso Gonzalez,WOL,F,584,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kaide Gordon,LIV,F,585,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Daniel Gore,MUN,M,586,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Wayne Hennessey,NOT,G,587,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Will Lankshear,TOT,F,588,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,9,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jamaal Lascelles,NEW,D,589,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Hindolo Mustapha,CRY,M,590,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Franco Umeh-Chibueze,CRY,F,591,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joe Worrall,NOT,D,592,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jacob Wright,MCI,M,593,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Lewis Dobbin,AVL,F,594,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
David Datro Fofana,CHE,F,595,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Nathan Fraser,WOL,F,596,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Issa Kabore,MCI,D,597,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tom King,WOL,G,598,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,-18.0,18.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Trent Kone-Doherty,LIV,F,599,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
James McConnell,LIV,M,600,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Alex Murphy,NEW,D,601,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tommy Setford,ARS,G,602,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Boubacar Traore,WOL,M,603,0.00,0.00,0,,1184.50,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,5.0,4.8,78,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joshua Wilson-Esbrand,MCI,D,604,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Min-Hyeok Yang,TOT,F,605,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Will Alves,LEI,M,606,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Angelo,CHE,F,607,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kaden Braithwaite,MCI,D,608,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Matthew Cox,BRF,G,609,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Alfie Dorrington,TOT,D,610,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,12,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Rob Holding,CRY,D,611,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joe Hugill,MUN,F,612,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Gavin Kilkenny,BOU,M,613,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ji-Soo Kim,BRF,D,614,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,-2.1,2.1,,,,0.0,0.0,0.0,0,26,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Sekou Kone,MUN,M,615,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,4.8,3.9,60,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Garang Kuol,NEW,F,616,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Zach Marsh,CRY,F,617,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Remi Matthews,CRY,G,618,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tyler Morton,LIV,M,619,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
James Norris,LIV,D,620,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Mark OMahony,BHA,F,621,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Marquinhos,ARS,F,622,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Salah-Eddine Oulad Mhand,ARS,M,623,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Nathaniel Phillips,LIV,D,624,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Alfie Pond,WOL,D,625,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kaden Rodney,CRY,M,626,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Sil Swinkels,AVL,D,627,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Daniel Adu-Addei,BOU,M,628,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Naouirou Ahamada,CRY,M,629,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Romeo Akachukwu,SOU,M,630,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Aaron Anselmino,CHE,D,631,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Marcus Bettinelli,CHE,G,632,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Shea Charles,SOU,M,633,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Billy Crellin,EVE,G,634,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Michael Dacosta Gonzalez,BOU,F,635,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Leander Dendoncker,AVL,M,636,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Alfie Devine,TOT,M,637,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joe Gauci,AVL,G,638,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Isaac Hayden,NEW,M,639,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Daniel Iversen,LEI,G,640,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Gideon Kodua,WHU,F,641,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Juan Larios,SOU,D,642,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jayden Meghoma,BRF,D,643,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,-6.0,6.0,,,,0.0,0.0,0.0,0,3,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Hannibal Mejbri,MUN,M,644,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Bastien Meupiyou,WOL,D,645,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Aniek Nouwen,CRY,D,646,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Lewis OBrien,NOT,M,647,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Andrew Omobamidele,NOT,D,648,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Facundo Pellistri,MUN,M,649,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ashley Phillips,TOT,D,650,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Remy Rees-Dottin,BOU,F,651,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Dominic Sadi,BOU,M,652,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Charles Sagoe Junior,ARS,F,653,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Trevan Sanusi,NEW,F,654,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jay Stansfield,FUL,F,655,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Odysseas Vlachodimos,NEW,G,656,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Rhys Williams,LIV,D,657,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Malick Yalcouye,BHA,M,658,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Damola Ajayi,TOT,F,659,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Matai Akinmboni,BOU,D,660,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Max Alleyne,MCI,D,661,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:31pm
Genesis Antwi,CHE,D,662,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Harrison Ashby,NEW,D,663,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Enzo Barrenechea,AVL,M,664,0.00,0.00,0,,1137.40,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Asmir Begovic,EVE,G,665,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chem Campbell,WOL,M,666,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Cesare Casadei,CHE,M,667,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tawanda Chirewa,WOL,M,668,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Luke Cundle,WOL,M,669,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Mahmoud Dahoud,BHA,M,670,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Emmanuel Dennis,NOT,F,671,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
George Edmundson,IPS,D,672,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
